     simstep              dBetaTrans                dBetaRot
        7600   9.999910835089852e-01   1.000000000000000e+00
        7700   1.000060108230497e+00   1.000000000000000e+00
        7800   9.999353385196176e-01   1.000000000000000e+00
        7900   1.000067646142038e+00   1.000000000000000e+00
        8000   9.998559395232666e-01   1.000000000000000e+00
        8100   1.000137422385836e+00   1.000000000000000e+00
        8200   1.000036549218144e+00   1.000000000000000e+00
        8300   9.999615079844890e-01   1.000000000000000e+00
        8400   9.999800009743876e-01   1.000000000000000e+00
        8500   9.999588132771551e-01   1.000000000000000e+00
        8600   9.999655614562311e-01   1.000000000000000e+00
        8700   1.000011320837325e+00   1.000000000000000e+00
        8800   1.000004627934214e+00   1.000000000000000e+00
        8900   1.000014266834506e+00   1.000000000000000e+00
        9000   1.000007882119914e+00   1.000000000000000e+00
        9100   9.999214821610884e-01   1.000000000000000e+00
        9200   1.000074806307103e+00   1.000000000000000e+00
        9300   1.000033031284290e+00   1.000000000000000e+00
        9400   9.999778869304256e-01   1.000000000000000e+00
        9500   9.999734883685946e-01   1.000000000000000e+00
        9600   9.999326600093931e-01   1.000000000000000e+00
        9700   1.000054355700408e+00   1.000000000000000e+00
        9800   1.000020017230711e+00   1.000000000000000e+00
        9900   1.000023363053152e+00   1.000000000000000e+00
       10000   1.000045720116877e+00   1.000000000000000e+00
       10100   9.999984272743392e-01   1.000000000000000e+00
       10200   9.999791504895944e-01   1.000000000000000e+00
       10300   1.000048108250239e+00   1.000000000000000e+00
       10400   1.000032735703475e+00   1.000000000000000e+00
       10500   9.998751488611767e-01   1.000000000000000e+00
       10600   9.998869772169665e-01   1.000000000000000e+00
       10700   1.000070793017221e+00   1.000000000000000e+00
       10800   9.999883951027982e-01   1.000000000000000e+00
       10900   1.000036459084670e+00   1.000000000000000e+00
       11000   1.000016514713793e+00   1.000000000000000e+00
       11100   1.000082546963126e+00   1.000000000000000e+00
       11200   1.000036723847454e+00   1.000000000000000e+00
       11300   9.999695843257697e-01   1.000000000000000e+00
       11400   9.998585018081189e-01   1.000000000000000e+00
       11500   1.000040754048357e+00   1.000000000000000e+00
       11600   9.999496778080708e-01   1.000000000000000e+00
       11700   1.000059027341195e+00   1.000000000000000e+00
       11800   9.998998745593722e-01   1.000000000000000e+00
       11900   1.000092106178609e+00   1.000000000000000e+00
       12000   1.000031010717642e+00   1.000000000000000e+00
       12100   9.999950312573317e-01   1.000000000000000e+00
       12200   9.999856171772951e-01   1.000000000000000e+00
       12300   1.000069653825481e+00   1.000000000000000e+00
       12400   1.000030349487490e+00   1.000000000000000e+00
       12500   9.999602314602849e-01   1.000000000000000e+00
       12600   9.998745922180052e-01   1.000000000000000e+00
       12700   1.000073686668232e+00   1.000000000000000e+00
       12800   9.998860640013585e-01   1.000000000000000e+00
       12900   1.000047550713525e+00   1.000000000000000e+00
       13000   1.000071372764164e+00   1.000000000000000e+00
       13100   1.000059932249414e+00   1.000000000000000e+00
       13200   9.998648158252361e-01   1.000000000000000e+00
       13300   9.999870779806019e-01   1.000000000000000e+00
       13400   1.000124324150006e+00   1.000000000000000e+00
       13500   1.000050987559908e+00   1.000000000000000e+00
       13600   9.999362418690599e-01   1.000000000000000e+00
       13700   9.999958230500425e-01   1.000000000000000e+00
       13800   9.998961927199570e-01   1.000000000000000e+00
       13900   9.999673882358795e-01   1.000000000000000e+00
       14000   1.000038932547543e+00   1.000000000000000e+00
       14100   9.999848330656158e-01   1.000000000000000e+00
       14200   9.999203739758695e-01   1.000000000000000e+00
       14300   1.000012800356411e+00   1.000000000000000e+00
       14400   1.000139478404121e+00   1.000000000000000e+00
       14500   9.999516138974391e-01   1.000000000000000e+00
       14600   9.999246370431694e-01   1.000000000000000e+00
       14700   1.000079147469312e+00   1.000000000000000e+00
       14800   9.999774941369453e-01   1.000000000000000e+00
       14900   1.000006419369710e+00   1.000000000000000e+00
       15000   9.999629576020012e-01   1.000000000000000e+00
       15100   9.999537547833692e-01   1.000000000000000e+00
       15200   1.000075285037312e+00   1.000000000000000e+00
       15300   9.999413427401906e-01   1.000000000000000e+00
       15400   9.999561349878588e-01   1.000000000000000e+00
       15500   1.000026644082648e+00   1.000000000000000e+00
       15600   1.000048654305109e+00   1.000000000000000e+00
       15700   9.999806179228118e-01   1.000000000000000e+00
       15800   1.000021228503234e+00   1.000000000000000e+00
       15900   9.999270690738957e-01   1.000000000000000e+00
       16000   1.000042883940614e+00   1.000000000000000e+00
       16100   1.000089689961894e+00   1.000000000000000e+00
       16200   9.999254564246759e-01   1.000000000000000e+00
       16300   1.000036912578289e+00   1.000000000000000e+00
       16400   1.000024848499170e+00   1.000000000000000e+00
       16500   9.999469778496363e-01   1.000000000000000e+00
       16600   9.999406711919960e-01   1.000000000000000e+00
       16700   9.999633802943094e-01   1.000000000000000e+00
       16800   1.000000239238952e+00   1.000000000000000e+00
       16900   9.999757554809287e-01   1.000000000000000e+00
       17000   1.000082213597655e+00   1.000000000000000e+00
       17100   1.000007333836446e+00   1.000000000000000e+00
       17200   1.000078985475625e+00   1.000000000000000e+00
       17300   1.000076473855525e+00   1.000000000000000e+00
       17400   1.000005223398357e+00   1.000000000000000e+00
       17500   9.999375500004873e-01   1.000000000000000e+00
       17600   1.000005957031020e+00   1.000000000000000e+00
       17700   9.999863089628496e-01   1.000000000000000e+00
       17800   9.999171944725943e-01   1.000000000000000e+00
       17900   9.999820307053043e-01   1.000000000000000e+00
       18000   9.999805395780799e-01   1.000000000000000e+00
       18100   1.000055062677463e+00   1.000000000000000e+00
       18200   9.999124668583029e-01   1.000000000000000e+00
       18300   1.000056545347159e+00   1.000000000000000e+00
       18400   9.999461813175254e-01   1.000000000000000e+00
       18500   9.999872545619602e-01   1.000000000000000e+00
       18600   1.000083210866983e+00   1.000000000000000e+00
       18700   1.000103739722063e+00   1.000000000000000e+00
       18800   9.998974457821159e-01   1.000000000000000e+00
       18900   9.999732924063353e-01   1.000000000000000e+00
       19000   1.000006487948155e+00   1.000000000000000e+00
       19100   9.999981915954393e-01   1.000000000000000e+00
       19200   9.998281205360132e-01   1.000000000000000e+00
       19300   1.000205258736216e+00   1.000000000000000e+00
       19400   1.000018248879885e+00   1.000000000000000e+00
       19500   9.999607098129808e-01   1.000000000000000e+00
       19600   9.999920833962312e-01   1.000000000000000e+00
       19700   9.999214874747601e-01   1.000000000000000e+00
       19800   1.000020542906135e+00   1.000000000000000e+00
       19900   1.000040526035341e+00   1.000000000000000e+00
       20000   1.000053384038163e+00   1.000000000000000e+00
       20100   1.000006330570855e+00   1.000000000000000e+00
       20200   1.000026309296271e+00   1.000000000000000e+00
       20300   1.000089546680934e+00   1.000000000000000e+00
       20400   9.999362351743349e-01   1.000000000000000e+00
       20500   9.999532561658623e-01   1.000000000000000e+00
       20600   1.000037765541703e+00   1.000000000000000e+00
       20700   9.999149546816424e-01   1.000000000000000e+00
       20800   1.000063294977953e+00   1.000000000000000e+00
       20900   9.999675594537918e-01   1.000000000000000e+00
       21000   1.000043171078124e+00   1.000000000000000e+00
       21100   9.999457855795908e-01   1.000000000000000e+00
       21200   1.000085327028775e+00   1.000000000000000e+00
       21300   1.000032027752139e+00   1.000000000000000e+00
       21400   1.000059116826072e+00   1.000000000000000e+00
       21500   9.999610527690291e-01   1.000000000000000e+00
       21600   9.999581682973393e-01   1.000000000000000e+00
       21700   9.999498929651531e-01   1.000000000000000e+00
       21800   9.999808109425279e-01   1.000000000000000e+00
       21900   9.999336473505017e-01   1.000000000000000e+00
       22000   9.999766153150149e-01   1.000000000000000e+00
       22100   1.000093127076974e+00   1.000000000000000e+00
       22200   9.999969201118454e-01   1.000000000000000e+00
       22300   1.000030241709636e+00   1.000000000000000e+00
       22400   1.000010982270347e+00   1.000000000000000e+00
       22500   9.999723778426524e-01   1.000000000000000e+00
       22600   1.000094612455597e+00   1.000000000000000e+00
       22700   1.000047302504733e+00   1.000000000000000e+00
       22800   9.999339136836040e-01   1.000000000000000e+00
       22900   1.000039094820675e+00   1.000000000000000e+00
       23000   9.999638214330121e-01   1.000000000000000e+00
       23100   1.000039266780261e+00   1.000000000000000e+00
       23200   9.999859742924219e-01   1.000000000000000e+00
       23300   1.000034488657791e+00   1.000000000000000e+00
       23400   1.000013976233735e+00   1.000000000000000e+00
       23500   9.999394230536892e-01   1.000000000000000e+00
       23600   1.000023380514448e+00   1.000000000000000e+00
       23700   9.999399693442963e-01   1.000000000000000e+00
       23800   1.000010756430167e+00   1.000000000000000e+00
       23900   9.999557032732257e-01   1.000000000000000e+00
       24000   9.999576142021898e-01   1.000000000000000e+00
       24100   9.999279570471126e-01   1.000000000000000e+00
       24200   1.000034031903099e+00   1.000000000000000e+00
       24300   1.000026436283632e+00   1.000000000000000e+00
       24400   1.000061897149299e+00   1.000000000000000e+00
       24500   1.000039267209371e+00   1.000000000000000e+00
       24600   1.000041341582183e+00   1.000000000000000e+00
       24700   1.000023612895906e+00   1.000000000000000e+00
       24800   1.000067648008425e+00   1.000000000000000e+00
       24900   1.000009231203424e+00   1.000000000000000e+00
       25000   9.998366622972081e-01   1.000000000000000e+00
       25100   9.999402167939829e-01   1.000000000000000e+00
       25200   9.999938153910495e-01   1.000000000000000e+00
       25300   9.999808968094446e-01   1.000000000000000e+00
       25400   9.999548287959875e-01   1.000000000000000e+00
       25500   9.999388778026150e-01   1.000000000000000e+00
       25600   1.000145095893180e+00   1.000000000000000e+00
       25700   1.000100915886302e+00   1.000000000000000e+00
       25800   1.000058676985250e+00   1.000000000000000e+00
       25900   1.000087521834441e+00   1.000000000000000e+00
       26000   9.999172981099974e-01   1.000000000000000e+00
       26100   9.999678616329526e-01   1.000000000000000e+00
       26200   9.999497769453284e-01   1.000000000000000e+00
       26300   1.000079251269053e+00   1.000000000000000e+00
       26400   9.999509050688140e-01   1.000000000000000e+00
       26500   9.999994049435299e-01   1.000000000000000e+00
       26600   9.999944195715017e-01   1.000000000000000e+00
       26700   1.000055615504260e+00   1.000000000000000e+00
       26800   1.000004333544738e+00   1.000000000000000e+00
       26900   1.000014198917493e+00   1.000000000000000e+00
       27000   1.000022755254463e+00   1.000000000000000e+00
       27100   1.000031248369767e+00   1.000000000000000e+00
       27200   9.999948436010503e-01   1.000000000000000e+00
       27300   9.999502180104850e-01   1.000000000000000e+00
       27400   9.999403310700548e-01   1.000000000000000e+00
       27500   9.999665489118287e-01   1.000000000000000e+00
       27600   9.999428963030113e-01   1.000000000000000e+00
       27700   9.999988916492416e-01   1.000000000000000e+00
       27800   1.000032359273593e+00   1.000000000000000e+00
       27900   9.999679875261963e-01   1.000000000000000e+00
       28000   1.000049045307703e+00   1.000000000000000e+00
       28100   9.999835587519461e-01   1.000000000000000e+00
       28200   1.000137007399577e+00   1.000000000000000e+00
       28300   9.999098144236095e-01   1.000000000000000e+00
       28400   1.000043508179118e+00   1.000000000000000e+00
       28500   9.999926577058692e-01   1.000000000000000e+00
       28600   1.000086031275506e+00   1.000000000000000e+00
       28700   1.000027400083853e+00   1.000000000000000e+00
       28800   9.999380365474205e-01   1.000000000000000e+00
       28900   9.999523034939292e-01   1.000000000000000e+00
       29000   9.999841768425616e-01   1.000000000000000e+00
       29100   9.999371954651913e-01   1.000000000000000e+00
       29200   1.000001317846263e+00   1.000000000000000e+00
       29300   1.000019842335901e+00   1.000000000000000e+00
       29400   9.999308895499739e-01   1.000000000000000e+00
       29500   1.000157632328828e+00   1.000000000000000e+00
       29600   9.999469725397403e-01   1.000000000000000e+00
       29700   1.000041953872007e+00   1.000000000000000e+00
       29800   1.000000008313773e+00   1.000000000000000e+00
       29900   1.000020205216690e+00   1.000000000000000e+00
       30000   1.000064409010410e+00   1.000000000000000e+00
